Institution,Longitude,Latitude
Advanced College of Cosmetology,-88.736198,43.632847999999996
North American University,-95.58833800000001,29.646303000000003
Entourage Institute of Beauty and Esthetics,-94.725291,38.958
United Beauty College,-105.010843,39.697447
Cinta Aveda Institute,-122.404307,37.790935
Long Island Nail & Skin Care Institute,-73.499036,40.725914
Mesivta Keser Torah,-74.217065,40.096434
Southern California Health Institute,-118.526822,34.200827000000004
Best Care College,-74.22111600000001,40.765332
First Class Cosmetology School,-89.036231,42.49901
Millennia Atlantic University,-80.352717,25.808134
Abcott Institute,-83.210617,42.446331
The Salon Professional Academy-Kenosha,-87.853088,42.558040000000005
Paul Mitchell the School-Indianapolis,-86.127361,39.640007000000004
Taylor Andrews Academy-St George,-113.55731499999999,37.107627
Seymour Beauty Academy,-92.76977099999999,37.14678
Protege Academy,-84.48524599999999,42.772211999999996
Colorado Academy of Veterinary Technology,-104.790429,38.794277
Northeast Technical Institute,-70.314892,43.608171
Academy for Salon Professionals,-121.96311200000001,37.352017
Elite School of Cosmetology,-82.60795,41.233614
Paul Mitchell the School-Las Vegas,-115.117034,36.016734
Summit Salon Academy-Kokomo,-86.106111,40.474971000000004
Hair Academy,-86.256799,32.337395
Florida Academy,-81.824273,26.608636999999998
Institute for Doctoral Studies in the Visual Arts,-70.272161,43.65405
State Career College,-87.870502,42.370787
Academy for Salon Professionals,-118.55821499999999,34.233959999999996
Paul Mitchell the School-Spokane,-117.19893,47.658367999999996
J Renee College,-88.28954499999999,42.070355
National Personal Training Institute of Colorado,-105.154321,39.74087
National Personal Training Institute of Colorado,-104.75466800000001,38.894095
International College of Beauty Arts & Sciences,-118.273227,34.148057
The Salon Professional Academy-Shorewood,-88.203774,41.540252
John Paul the Great Catholic University,-117.082401,33.12085
ITT Technical Institute-Durham,-78.843327,35.91872
ITT Technical Institute-Hanover,-76.72721999999999,39.171591
University of Connecticut-Hartford Campus,-72.672175,41.762673
Independence University,-112.011508,41.232785
National American University-Tulsa,-95.905505,36.046839
National American University-Centennial,-104.96010600000001,39.567327
National American University-Lee's Summit,-94.40264499999999,38.919788
National American University-Colorado Springs South,-104.722124,38.847542
Salter College-Chicopee,-72.527413,42.16137
Chamberlain University-Missouri,-90.43628299999999,38.701907
Chamberlain University-Texas,-95.560414,29.838386
ITT Technical Institute-Oakland,-122.27395600000001,37.804013
Continental School of Beauty Culture-Mattydale,-76.147295,43.105938
Carrington College-Pomona,-117.803875,34.06302
Altierus Career College-Atlanta West,-84.496587,33.68915
Broadview University-Boise,-116.360045,43.589899
Paul Mitchell the School-Columbia,-81.03995400000001,33.997803999999995
Paul Mitchell the School-Charleston,-80.022852,32.874611
Kenneth Shuler School of Cosmetology-Greenville,-82.48451899999999,34.791087
South University-Accelerated Graduate Programs,-84.35527900000001,33.936076
South University-The Art Institute of Fort Worth,-97.438071,32.735022
South University-Novi,-83.457358,42.495506
Northwest College-Eugene,-123.046328,44.078014
Northwest College-Tualatin,-122.762464,45.382946000000004
Harrison College-Morrisville,-78.8405,35.859091
Trend Setters' Academy of Beauty Culture-Louisville,-85.684423,38.134972
National University College-Caguas,-66.039846,18.223533
Beauty Schools of America,-80.138551,25.774829999999998
CET-Soledad,-121.316599,36.414559999999994
United Education Institute-UEI College San Marcos,-117.118524,33.131561
Houston Training Schools-Southwest,-95.506079,29.708058
Vanguard College of Cosmetology-Metairie,-90.163276,30.004827000000002
United Education Institute-Anaheim,-117.922969,33.851393
New England Tractor Trailer Training School of Massachusetts,-71.115989,42.730818
Utah College of Massage Therapy-Vegas,-115.12074199999999,36.040791999999996
Utah College of Massage Therapy-Tempe,-111.962383,33.391682
Utah College of Massage Therapy-Phoenix,-112.12673899999999,33.577302
Utah College of Massage Therapy-Westminster,-105.065176,39.859272999999995
Utah College of Massage Therapy-Aurora,-104.824702,39.704762
Dewey University-Manati,-66.48733299999999,18.433307
Baltimore School of Massage-York,-76.76844100000001,40.085349
Allen School-Phoenix,-112.11743,33.629635
Oklahoma Technical College,-95.905011,36.098687
Midwest Technical Institute-Moline,-90.483614,41.489394
Unitech Training Academy-Alexandria,-92.534667,31.322521999999996
Unitech Training Academy-Lake Charles,-93.192846,30.204239
Aveda Institute-Los Angeles,-118.44656599999999,34.062796999999996
UEI College-Riverside,-117.35175500000001,33.975392
WellSpring School of Allied Health-Lawrence,-95.235123,38.965848
The Art Institute of Wisconsin,-87.906391,43.034259999999996
Brown Mackie College-Birmingham,-86.828581,33.467909000000006
Manuel and Theresa's School of Hair Design-Victoria,-96.991589,28.799901000000002
Tricoci University of Beauty Culture-Chicago NE,-87.660911,41.999802
ITT Technical Institute-Phoenix West,-112.26491899999999,33.46768
ITT Technical Institute-Brooklyn Center,-93.301816,45.067002
ITT Technical Institute-Orlando,-81.366621,28.75003
ITT Technical Institute-Waco,-97.139031,31.512179999999997
ITT Technical Institute-Myrtle Beach,-78.792551,33.775090000000006
Azusa Pacific University College,-117.82748400000001,34.110723
Minneapolis Media Institute,-93.331452,44.866035
CollegeAmerica-Phoenix,-112.117971,33.574684999999995
Stevens-Henager College,-112.05156000000001,43.48346
Avalon School of Cosmetology-Phoenix,-112.068,33.641760999999995
Avalon School of Cosmetology-Layton,-112.00363899999999,41.089919
Hair Design Institute,-80.059887,26.513536
Hair Design Institute,-81.468458,28.675396999999997
All-State Career School-Allied Health Campus,-75.302151,39.866163
Aveda Institute-Des Moines,-93.802586,41.562675
Fortis Institute-Lawrenceville,-74.719102,40.260811
Relay Graduate School of Education,-73.99340699999999,40.740511
Brown Mackie College-Oklahoma City,-97.639613,35.561048
Miller-Motte Technical College-Macon,-83.687065,32.897821
Miller-Motte Technical College-Gulfport,-89.102104,30.460138
International Culinary Center-California,-121.961476,37.293627
South UniversitySavannah Online,-81.105531,31.999481
Fortis College-Montgomery,-86.201216,32.385245
Rio Grande Bible Institute,-98.17219399999999,26.259584000000004
Miller-Motte Technical College-Roanoke,-79.9779,37.231272
Whitworth University-Adult Degree Programs,-117.41156799999999,47.751642
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,-119.70516,34.424541999999995
The University of America,-117.16787099999999,33.519293
American Broadcasting School-Online Program,-97.436428,35.435629
Springfield College-School of Professional and Continuing Studies,-72.556647,42.1022
Marian Health Careers Center-Van Nuys Campus,-118.46556100000001,34.177483
Sanford-Brown College-Brooklyn Center,-93.306035,45.064910999999995
Milan Institute-Las Vegas,-115.17033300000001,36.161590000000004
Virginia College-Savannah,-81.171138,31.984308000000002
Virginia College-Columbus,-84.963466,32.524964000000004
Donna's Academy of Hair Design,-94.584916,39.355841999999996
Catholic Distance University,-77.860321,39.28763
New York School of Esthetics & Day Spa,-73.781183,41.035422
Panache Academy of Beauty,-89.780047,43.5762
Finger Lakes Health College of Nursing,-76.987844,42.876428999999995
ASI Career Institute,-75.04544200000001,39.756603999999996
Midwest Technical Institute-Ridgeland,-90.178196,32.402516
Christine Valmy International School of Esthetics & Cosmetology,-74.358331,40.868977
City College-Hollywood,-80.22004,26.025173000000002
Paul Mitchell the School-Arlington,-97.107997,32.680899
Rocky Mountain University of Health Professions,-111.65618799999999,40.211724
Christie's Education,-73.980819,40.758871
Palmetto Beauty School,-81.870867,34.978606
Paul Mitchell the School-Fort Myers,-81.792422,26.495581
Paul Mitchell the School-Raleigh,-78.740471,35.882566
Stella and Charles Guttman Community College,-73.984131,40.75281
Lil Lou's Beauty and Barber College LLC,-87.33581099999999,41.53025
Bryan University,-92.292601,38.91579
Virginia College-Tulsa,-95.977211,36.088311
Criswell College,-96.77669,32.793513
Virginia College-Knoxville,-83.930752,36.02984
Columbia Academy of Cosmetology,-81.080153,33.997593
Beverly Hills Design Institute,-118.375621,34.06463
Global Institute,-66.028031,18.227732
Reflections Academy of Beauty,-88.956239,39.843265
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,-98.468021,26.24605
Bryant & Stratton College-Akron,-81.65509499999999,41.1282
Annenberg School of Nursing,-118.553851,34.200825
American Medical Academy,-80.393361,25.66273
Tooele Technical College,-112.32571399999999,40.527752
Chamberlain University-Georgia,-84.351949,33.911943
Chamberlain University-Indiana,-86.11106099999999,39.91916
Carrington College-Mesquite,-96.625985,32.815899
Universidad Internacional Iberoamericana,-66.665635,18.436687
Sessions College for Professional Design,-111.941123,33.427133000000005
Virginia College-Shreveport,-93.705961,32.525427
Tulsa Welding School-Jacksonville,-81.56007,30.313564000000003
Empire Beauty School-Virginia Beach,-76.135548,36.838454999999996
Ross Medical Education Center-Morgantown,-79.943611,39.652359000000004
Paul Mitchell the School-Ogden,-111.97423300000001,41.225229
Golf Academy of America-Dallas,-96.917191,32.9228
Utah College of Massage Therapy-Dallas,-96.740482,32.938209
Miami Ad School-New York,-73.925071,40.755046
WestMed College,-121.947677,37.3175
Larry's Barber College,-87.64320699999999,41.703711
Futura Career Institute,-80.306991,25.863128
Flair Beauty College,-118.55001499999999,34.414463
Eternity Cosmetology School Corp,-80.116201,26.65082
Tri-State Institute of Hair Design,-84.065871,37.102754
Vogue College of Cosmetology-San Antonio Fredericksburg,-98.523455,29.462345000000003
Vogue College of Cosmetology,-98.602991,29.465563
Tomorrow's Image Barber And Beauty Academy of Virginia,-76.524365,37.118746
College of International Esthetics Inc,-105.07593100000001,39.790459999999996
Medical Allied Career Center,-118.062402,33.91871
Bais HaMedrash and Mesivta of Baltimore,-76.674414,39.379528
Long Island Barber Institute,-73.615341,40.69983
Salon Institute-Toledo Campus,-83.696989,41.674855
Curve Metric School of Hair Design,-87.81872800000001,41.937678000000005
Athena Career Academy,-83.665339,41.614633000000005
Yeshiva Gedolah Zichron Leyma,-74.268351,40.6992
The Barber School,-111.891446,40.621415
Be'er Yaakov Talmudic Seminary,-74.028425,41.13905
RGV Careers,-98.198577,26.207508999999998
Alexander Academy,-71.769406,42.587705
LeMelange Academy of Hair,-122.286864,38.298114
Aveda Institute-Tucson,-110.957057,32.232639
Ambiance Beauty & Barber Academy Inc,-80.673575,28.117559000000004
Diamond Beauty College,-118.04671100000002,34.062971000000005
Unitek College,-122.455603,37.656420000000004
University Academy of Hair Design,-87.590351,33.241208
Florida Institute of Recording Sound and Technology,-81.411511,28.57897
New Dimensions Beauty Academy Inc,-104.766874,39.534586
Paul Mitchell the School-Reno,-119.803848,39.509232
Boise Barber College,-116.278054,43.588823
Austin Kade Academy,-112.00112800000001,43.482859000000005
Aesthetic Science Institute,-73.794885,42.761904
Elaine Sterling Institute,-84.382221,33.886387
Wade Gordon Hairdressing Academy,-101.92742199999999,35.183505
Mitsu Sato Hair Academy,-94.670149,38.964694
SAE Institute of Technology-Los Angeles,-118.33686100000001,34.0904
Florida Vocational Institute,-80.321789,25.773542000000003
SAE Institute of Technology-Atlanta,-84.38696,33.75993
Academy di Firenze,-114.519826,42.723871
SAE Institute of Technology-Miami,-80.15539100000001,25.92387
Colorado State University-Global Campus,-104.898051,39.608847999999995
Paul Mitchell the School-Overland Park,-94.688051,38.95593
Medspa Academies,-111.912821,40.55681
Brighton Institute of Cosmetology,-83.743486,42.521018
West Coast University-Dallas,-96.873805,32.827459999999995
Stevens-Henager College,-113.557643,37.095406
National American University-Bellevue,-95.967384,41.141521999999995
National American University-Burnsville,-93.28605,44.773371000000004
National American University-Mesquite,-96.625431,32.80385
Empire Beauty School-Savannah,-81.112086,32.008547
Ogle School Hair Skin Nails-Denton,-97.113213,33.192334
Empire Beauty School-West Greensboro,-79.90432,36.051588
California College San Diego,-117.16065800000001,33.138303
Jolie Hair and Beauty Academy-Northfield,-74.554569,39.383782000000004
Hays Academy of Hair Design,-97.607551,38.8398
Bellus Academy,-96.60826999999999,39.191749
Cortiva Institute-Seattle,-122.307448,47.321132
MotoRing Technical Training Institute,-71.384761,41.818659999999994
Leon Studio One School of Hair Design & Career Training Center,-78.873841,43.023179999999996
Columbia College,-77.434496,38.838042
Unitek College,-122.116059,37.661039
ITT Technical Institute-Philadelphia,-75.15199100000001,39.94885
ITT Technical Institute-Marlton,-74.93958,39.909883
ITT Technical Institute-West Palm Beach,-80.085981,26.70219
ITT Technical Institute-Salem,-123.034042,44.885453999999996
ITT Technical Institute-Indianapolis East,-86.044431,39.80375
ITT Technical Institute-Douglasville,-84.771961,33.717067
ITT Technical Institute-Overland Park,-94.672942,38.914001
Pennsylvania State University-World Campus,-77.841594,40.832783
Medical Career Institute,-74.046322,40.263785999999996
Advance Beauty Techs Academy,-117.517655,33.884074
Montage Academy,-105.105597,40.154308
Brand College,-118.265551,34.157990000000005
Hinton Barber and Beauty College,-122.245384,38.109629
Advanced Career Institute,-119.38533000000001,36.344669
Digital Film Academy,-73.99108199999999,40.760073
MyComputerCareer.edu-Raleigh,-78.727186,35.767841
Kaplan University-Augusta Campus,-69.78978599999999,44.340912
South University-Austin,-97.689972,30.479474
South University-Cleveland,-81.496974,41.431412
Bryant & Stratton College-Online,-78.768899,42.790162
Virginia College-Florence,-79.825448,34.186915
Ogle School Hair Skin Nails-San Antonio,-98.503686,29.518310999999997
Elizabethtown College School of Continuing and Professional Studies,-76.59322399999999,40.149236
Ideal Beauty Academy,-85.56805200000001,38.225024
Minnesota School of Cosmetology-Plymouth Campus,-93.503088,44.994431
Mercyhurst University-North East Campus,-79.83574499999999,42.219677000000004
Warner Pacific College Adult Degree Program,-122.56253000000001,45.503764000000004
Platt College-Riverside,-117.29836499999999,33.932922999999995
Savannah Law School,-81.093905,32.069007
Empire Beauty School-Glen Burnie,-76.616551,39.203264000000004
Altierus Career College-Woodbridge,-77.29596,38.634767
International School of Cosmetology-Toni & Guy Hairdressing Academy,-111.889421,33.536609000000006
United Education Institute-UEI College Stockton,-121.30846100000001,37.99756
American National University-Canton,-81.433748,40.849942999999996
Shiloh University,-91.705724,41.459134999999996
Vatterott College-Fairview Heights,-89.989023,38.597417
Ross Medical Education Center-Dayton,-84.126037,39.816855
Ross Medical Education Center-Ontario,-82.59186700000001,40.77421
Ross Medical Education Center-Bowling Green,-86.433521,36.966303
Florida Institute of Technology-Online,-80.62437800000001,28.065754
Rasmussen College-Kansas,-95.751719,39.056302
Columbia Institute,-77.08083,39.056034999999994
School of Missionary Aviation Technology,-85.07224000000001,42.941371000000004
Ace Cosmetology and Barber Training Center,-72.98741600000001,41.593956
California Miramar University,-117.11851000000001,32.77942
Rocky Vista University,-104.815034,39.563516
Virginia College-Greensboro,-79.840151,36.00925
The College of Health Care Professions-Dallas,-96.75790699999999,32.922876
The College of Health Care Professions-Fort Worth,-97.311645,32.816901
Shear Finesse Hairstyling Academy,-81.667312,30.370838
Miami Media School,-80.193028,25.765081
Academy of Salon Professionals,-93.251559,38.690729
CyberTex Institute of Technology,-97.70303,30.324403000000004
New England Tractor Trailer Training School of CT-Bridgeport,-73.179406,41.186706
Gemini School of Visual Arts & Communication,-97.846121,30.50915
Designer Barber & Stylist School,-94.37033100000001,35.359477000000005
Paul Mitchell the School-Woodbridge,-77.293304,38.635366999999995
College of the Muscogee Nation,-95.93643900000001,35.635288
The Salon Professional Academy-Huntsville,-86.65572399999999,34.736145
Midwives College of Utah,-111.85703600000001,40.71089
Aspen Beauty Academy of Laurel,-76.82221899999999,39.099633000000004
M T Training Center,-97.042564,32.72
Berks Career & Technology Center,-76.00080799999999,40.388341
Future Generations University,-79.405423,38.709070000000004
Carthage R9 School District-Carthage Technical Center,-94.30086999999999,37.173927
Grace Mission University,-117.95820800000001,33.867663
PCCTI IT and Healthcare,-87.984611,41.84402
Sotheby's Institute of Art-NY,-73.97223199999999,40.756988
Top Nails & Hair Beauty School,-111.94045200000001,40.652683
Santa Ana Beauty College,-117.895913,33.759423
Shepherds College,-88.062268,42.680369
Woodruff Medical Training and Testing,-84.251384,33.843835
Helms College,-83.732678,32.803363
American Academy of Personal Training,-74.002465,40.722342
Ukiah Adult School,-123.215034,39.160947
Riverside County Office of Education-School of Career Education,-116.220029,33.704789
Institute of Health Sciences,-76.656295,39.487379
Mid-South Christian College,-89.911799,35.064172
Advanced Computing Institute,-118.30035,34.060733
New York Institute of Beauty,-73.189261,40.80235
Ultrasound Medical Institute,-80.22825999999999,26.68295
Xavier College School of Nursing,-121.29326699999999,37.966315
Lawrence & Company College of Cosmetology,-119.637371,36.33339
Kaizen Beauty Academy,-80.255473,26.010279999999998
Southern Texas Careers Academy,-98.20728299999999,26.238609000000004
Sharp Edgez Barber Institute,-77.60474,43.140287
The Salon Professional Academy-Nashville,-86.667242,36.170543
Cosmotech School of Cosmetology,-70.37025899999999,43.676016
Prestige Health & Beauty Sciences Academy,-80.132918,25.931398
Grace College of Barbering,-77.383201,35.605959999999996
California Career Institute,-117.96041299999999,33.786223
Cosmo Factory Cosmetology Academy,-122.023723,36.967956
Grace School of Theology,-95.472493,30.205731
Yeshiva Gedolah Kesser Torah,-74.06855300000001,41.124819
Universal Training Institute,-74.269901,40.51034
Yeshiva Yesodei Hatorah,-74.202016,40.065908
Rizzieri Institute,-75.0,39.851623
Bonnie Joseph Academy of Cosmetology & Barbering,-111.41384599999999,40.505437
Healthcare Training Institute,-90.24613599999999,29.973647999999997
W Academy of Salon and Spa,-121.995828,37.818164
Boca Beauty Academy,-80.167216,26.366888
Paul Mitchell the School-Jersey Shore,-74.143713,40.062647
City Pointe Beauty Academy,-94.473433,37.140007000000004
The Chrysm Insitute of Esthetics,-76.13731999999999,36.845209999999994
Sanford Burnham Prebys Medical Discovery Institute,-117.24176899999999,32.900034000000005
National Personal Training Institute of Columbus,-83.089701,40.144669
Toni & Guy Hairdressing Academy-Manteca,-121.217294,37.788771000000004
Belle Academy of Cosmetology,-73.055819,41.59749
Dorsey Business Schools-Lansing,-84.544481,42.666973
ITT Technical Institute-Pensacola,-87.190603,30.496211
ITT Technical Institute-San Antonio East,-98.407962,29.517554999999998
Empire Beauty School-Augusta,-82.066289,33.516811
South University-High Point,-79.96354699999999,36.040440999999994
Empire Beauty School-Vernon Hills,-87.958698,42.241766999999996
Empire Beauty School-Stone Park,-87.871263,41.907282
Court Reporting Institute of St Louis,-90.335801,38.64835
Empire Beauty School-Rochester,-77.726297,43.216013000000004
American Career College-Long Beach,-118.19018899999999,33.770254
Ross Medical Education Center-Kokomo,-86.12999599999999,40.444807
Ross Medical Education Center-Erlanger,-84.615734,39.030899
Ross Medical Education Center-Charleston,-81.567573,38.310311999999996
L'Ecole Culinaire-Kansas City,-94.590962,39.040971
Utah College of Massage Therapy-Houston,-95.50529,29.846237
InterCoast Colleges-Fairfield,-122.050541,38.27561
Vatterott College-ex'treme Institute by Nelly-St Louis,-90.185221,38.631190000000004
Southern Careers Institute-San Antonio,-98.627397,29.4585
College of Business and Technology-Miami Gardens,-80.28455600000001,25.924626999999997
Milan Institute-Merced,-120.481067,37.322518
Midwest Technical Institute-Springfield,-93.25635600000001,37.147663
Finger Lakes School of Massage,-77.394941,39.441953000000005
Augusta University,-81.989071,33.47037
Middle Georgia State University,-83.732058,32.808091999999995
Trenz Beauty Academy,-87.529507,41.615676
Paul Mitchell the School-Denver,-105.07728300000001,39.70898
Academy of Interactive Entertainment,-122.35115800000001,47.621224
Arrojo Cosmetology School,-74.00777,40.722909
Cosmetology Academy of Texarkana,-94.132583,33.457096
Virginia Baptist College,-77.53133100000001,38.29058
Lynnes Welding Training,-96.823617,46.879868
Aviation Institute of Maintenance-Las Vegas,-115.118122,36.083117
UEI College-Bakersfield,-119.049925,35.381617
National American University-Austin South,-97.816412,30.208514
National American University-Lewisville,-96.978279,32.992384
National American University-Georgetown,-97.693185,30.629212
National American University-Richardson,-96.768201,32.95518
National American University-Rochester,-92.496177,44.064095
National American University-Wichita West,-97.440995,37.710465
National American University-Indianapolis,-86.222601,39.92198
The Art Institute of St Louis,-90.494474,38.765988
DeVry College of New York,-73.983492,40.747747
DeVry University-Arizona,-112.104601,33.565758
DeVry University-California,-117.80378400000001,34.062903999999996
DeVry University-Colorado,-105.008901,39.919340000000005
DeVry University-Florida,-80.339842,25.987643
DeVry University-Georgia,-84.29731600000001,33.775112
DeVry University-Illinois,-87.69145999999999,41.942190000000004
DeVry University-Indiana,-87.325889,41.474094
DeVry University-Missouri,-94.575014,38.939506
DeVry University-Nevada,-115.096601,36.020266
DeVry University-New Jersey,-74.43860600000001,40.466026
DeVry University-North Carolina,-80.93197099999999,35.13766
DeVry University-Ohio,-82.940506,39.940585999999996
DeVry University-Oklahoma,-97.59091,35.538301000000004
DeVry University-Pennsylvania,-75.179176,40.138978
DeVry University-Tennessee,-86.694511,36.085370000000005
DeVry University-Texas,-97.01249399999999,32.934523999999996
DeVry University-Virginia,-77.050273,38.852326
University of North Georgia,-83.985694,34.530219
South Georgia State College,-82.855231,31.495903000000002
Northeastern University Professional Advancement Network,-71.087841,42.339477
McCann School of Business & Technology,-75.851381,41.240790000000004
Florida Polytechnic University,-81.845995,28.150149
Brown Mackie College-Dallas,-97.115771,32.84154
American Institute-Toms River,-74.220894,40.044556
The Healthcare Institute,-98.523081,29.461920000000003
Alamo City Barber College,-98.63953199999999,29.52717
Arizona College-Mesa,-111.873428,33.418374
American College of Healthcare,-118.224906,33.978807
Antioch College,-83.888077,39.799806
Texas A & M University-Central Texas,-97.775182,31.053407
Central Georgia Technical College,-83.66765,32.545341
Barber School of Pittsburgh,-80.03416,40.441863
EDMC Central Administrative Office,-80.000121,40.44197
Innovate Salon Academy,-74.426739,40.550944
Arizona State University-Skysong,-111.92386100000002,33.463786
Louisiana Delta Community College,-92.032664,32.49637
Learnet Academy Inc,-118.29316499999999,34.063934
The Fab School,-117.555168,34.079865999999996
Networks Barber College,-87.539813,41.621587
JB's Hair Design and Barber College,-97.52838,35.405519
Virginia College-Lubbock,-101.919155,33.547866
Paul Mitchell the School-Lombard,-88.00815899999999,41.839535
Paul Mitchell the School-Greenville,-82.288377,34.824899
Divine Crown Academy of Cosmetology,-76.825509,40.27505
Delta College of Arts & Technology-Lafayette Campus,-92.041847,30.158184000000002
Delta College-Slidell Campus,-89.78043000000001,30.286052
Integrity College of Health,-118.131722,34.171252
Electrical Training Center,-73.404943,40.680471000000004
Alexander Paul Institute of Hair Design,-77.371696,35.604962
California Technical Academy,-117.33924499999999,34.002717
More Tech Institute,-80.316971,25.871001
Dorsey Business Schools-Dearborn,-83.219356,42.330658
NeeCee's College of Cosmetology,-99.783364,32.431558
Bella Cosmetology College,-95.294921,32.95896
Ridley-Lowell Business & Technical Institute,-71.515001,41.714760999999996
Franklin Hair Academy School of Cosmetology,-86.88023299999999,35.932691
California International Business University,-117.16803,32.718012
Universidad Ana G. Mendez,-66.065438,18.385012
Sutter Beauty College,-121.633122,39.131845
Midwest Technical Institute,-86.366591,39.847689
New Horizons Medical Institute,-84.207371,33.914970000000004
Ohio Institute of Allied Health,-84.14076,39.845490000000005
Paul Mitchell the School-Ardmore,-97.14464699999999,34.181867
Cosmix School of Makeup Artistry,-80.146062,26.170271
Access Careers,-73.61531,40.709502
River Valley Cosmetology Institute,-94.634062,35.044171999999996
Luckes Beauty Academy LLC,-76.457022,37.08367
Total Transformation Institute of Cosmetology,-97.920002,29.882696000000003
Vibe Barber College,-90.03710500000001,35.163435
Champ's Barber School,-76.307594,40.037616
IGlobal University,-77.227315,38.915226000000004
East-West Healing Arts Institute,-89.49104100000001,43.056
National Personal Training Institute,-77.238026,38.926287
Standard Healthcare Services-College of Nursing,-77.210082,38.908263
Philadelphia Technician Training,-75.157038,40.068721999999994
Grace International Beauty School,-73.828461,40.75904
Alliance Computing Solutions,-73.83148100000001,40.761559999999996
InterAmerican Technical Institute,-80.350943,25.760656
Bay Area Medical Academy,-122.406318,37.790775
Mind Body Institute,-86.696522,36.219858
Parisian Spa Institute,-81.677501,30.31314
Yechanlaz Instituto Vocacional,-80.30328100000001,25.76341
Creative Touch Cosmetology School,-90.146194,38.335231
LaBarberia Institute of Hair,-81.450649,41.5161
Setting the Standard Barbering and Natural Hair Academy,-93.797551,32.4843
Bos-Man's Barber College,-93.782849,32.442955
Lawrence & Company College of Cosmetology,-119.611752,36.570318
Healthcare Preparatory Institute,-115.22381000000001,36.237473
Alabama College of Osteopathic Medicine,-85.340805,31.206294
Morthland College,-88.92652,37.896817
High Desert Medical College,-118.14441000000001,34.676095000000004
Paul Mitchell the School-Schenectady,-73.941968,42.813241
Beyond Measure Barbering Institute,-79.276539,36.098405
Beauty Anatomy Institute of Cosmetology and Wellness,-80.101821,26.256459999999997
Barber Institute of Texas,-94.732635,32.46297
Jupiter Beauty Academy,-71.057468,42.305343
MedQuest College,-85.56065100000001,38.224517
First Coast Barber Academy,-81.660201,30.332109999999997
Debutantes School of Cosmetology and Nail Technology,-88.751471,41.93057
Paul Mitchell The School-Farmington Hills,-83.357682,42.498205
Paul Mitchell the School-Merrillville,-87.336518,41.47368
Paul Mitchell the School-Lansing,-84.508781,42.73455
Ricci's Academy of Cosmetology,-73.290525,41.392938
Yahweh Beauty Academy,-97.70026899999999,31.112893
Preparing People Barber Styling College,-96.764386,32.773309000000005
Arizona School of Integrative Studies,-110.96911100000001,32.230129999999996
Lee Professional Institute,-81.851331,26.60411
Park Place Premier Barber School,-90.06101899999999,29.997288
The Salon Professional Academy-San Jose,-121.989475,37.292025
Tri-Community Adult Education,-117.88073200000001,34.088449
Montessori Education Institute of the Pacific Northwest,-122.18325300000001,47.766876
Jolie Health and Beauty Academy-Turnersville,-75.044514,39.753827
Ross Medical Education Center-Owensboro,-87.11924300000001,37.72084
Ross Medical Education Center-Evansville,-87.490569,37.978574
Ross Medical Education Center-Johnson City,-82.38317099999999,36.35971
North-West College-Santa Ana,-117.840951,33.759409999999995
North-West College-Long Beach,-118.14854,33.801894
Branford Hall Career Institute-Amityville,-73.42797900000001,40.704206
Taylor Andrews Academy-Orem,-111.70783300000001,40.273265
University of Florida-Online,-82.339848,29.649413
Ogle School Hair Skin Nails-Stafford,-95.588371,29.63502
University of Phoenix-Arizona,-111.96598700000001,33.40213
University of Phoenix-Arkansas,-92.395081,34.74917
University of Phoenix-California,-117.885007,33.685771
University of Phoenix-Colorado,-104.873171,39.55155
University of Phoenix-Florida,-81.419552,28.445605
University of Phoenix-Georgia,-84.34155,33.979979
University of Phoenix-Louisiana,-91.150412,30.422403000000003
University of Phoenix-Michigan,-83.242621,42.482261
University of Phoenix-Missouri,-90.466779,38.757062
University of Phoenix-Nevada,-115.322506,36.12164
University of Phoenix-North Carolina,-80.94934599999999,35.152358
University of Phoenix-Oklahoma,-95.821371,36.131612
University of Phoenix-Tennessee,-86.690329,36.144575
University of Phoenix-Texas,-95.585258,29.7837
University of Phoenix-Virginia,-77.563516,37.64257
University of Phoenix-Pennsylvania,-75.169354,39.95219
Tint School of Makeup & Cosmetology-Seattle,-122.338591,47.61149
CEM College-Mayaguez,-67.14637900000001,18.199097000000002
Minerva Schools at Keck Graduate Institute,-122.413325,37.779267
University of West Los Angeles,-118.36957,33.947340999999994
Rabbinical College Ohr Yisroel,-73.896524,40.629707
Aveda Institute-Phoenix,-111.968721,33.338893
University of North Texas at Dallas,-96.803446,32.659588
Dermal Science International Aesthetics and Nail Academy,-77.336748,38.949678999999996
BridgeValley Community & Technical College,-81.6983,38.353846000000004
Northwest College-Medford,-122.852524,42.369051
Virginia College-Fort Pierce,-80.324288,27.415351
Houston Training Schools-Gessner,-95.540324,29.724009999999996
Empire Beauty School-Buffalo,-78.75511800000001,42.908206
Paul Mitchell the School-Toledo,-83.668124,41.706635999999996
Trine University-Arizona Regional Campus,-112.23996799999999,33.613009000000005
Georgia Military College,-83.224211,33.079440000000005
New Horizons Medical Institute-Winder,-83.716756,33.993796
SAE Institute of Technology-Chicago,-87.637674,41.897213
Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,-122.65456,45.531839
Fayette Beauty Academy-Ritz Beauty Academy,-84.45590899999999,33.455874
Fountain of Youth Academy of Cosmetology,-80.033069,40.695116
