Institution,Longitude,Latitude
North Park University,-87.709948,41.975268
Northern Baptist Theological Seminary,-87.99985500000001,41.842402
Northern Illinois University,-88.766428,41.933869
Northwestern College-Chicago Campus,-87.759615,41.968664000000004
Northwestern University,-87.679858,42.050356
Northeastern Illinois University,-87.718983,41.980399
Oakton Community College,-87.88064399999999,42.061893
Oehrlein School of Cosmetology,-89.55712,40.665832
Olivet Nazarene University,-87.875165,41.155237
Parkland College,-88.290359,40.131963
Prairie State College,-87.63894300000001,41.525316
Principia College,-90.350285,38.948834999999995
Professional's Choice Hair Design Academy,-88.14884599999999,41.523122
Quincy University,-91.385975,39.938897999999995
Vatterott College-Quincy,-91.35732,39.949578
The Illinois Institute of Art-Chicago,-87.637632,41.888723
Rend Lake College,-88.918283,38.131481
Richland Community College,-88.894125,39.883887
Robert Morris University Illinois,-87.62706800000001,41.876278000000006
Rock Valley College,-88.993544,42.306174
Madison Media Institute-Rockford Career College,-89.02722,42.255722999999996
Rockford University,-89.019536,42.270639
Roosevelt University,-87.62495200000001,41.876055
Dominican University,-87.823003,41.902678
Rush University,-87.668581,41.874742
Saint Francis Medical Center College of Nursing,-89.590322,40.701240999999996
University of St Francis,-88.096057,41.532225
St. John's College-Department of Nursing,-89.64532,39.807602
Saint Xavier University,-87.714749,41.707198999999996
University of Illinois at Springfield,-89.616796,39.729524
Sauk Valley Community College,-89.59648299999999,41.817659
Shawnee Community College,-89.03352,37.270198
Saint Augustine College,-87.662806,41.972414
University of Saint Mary of the Lake,-88.000262,42.280702000000005
Southeastern Illinois College,-88.436631,37.751740000000005
National Latino Education Institute,-87.675917,41.822756
Spertus College,-87.624785,41.873881
Spoon River College,-90.07233000000001,40.527991
Saint Anthony College of Nursing,-88.991968,42.310147
Educators of Beauty College of Cosmetology-Sterling,-89.692522,41.788581
Southern Illinois University-Carbondale,-89.21727299999999,37.714193
Southern Illinois University-Edwardsville,-89.99777900000001,38.793949
Southern Illinois University-System Office,-89.23221600000001,37.706472999999995
Taylor Business Institute,-87.62671,41.885452
Telshe Yeshiva-Chicago,-87.71755,41.975536
South Suburban College,-87.619123,41.606427000000004
Tri-County Beauty Academy,-89.655742,39.176137
Trinity Christian College,-87.783973,41.667687
Trinity International University-Illinois,-87.880851,42.197945000000004
Triton College,-87.84105600000001,41.916082
University of Spa & Cosmetology Arts,-89.710839,39.76672
University of Illinois University Administration,-88.228381,40.108488
VanderCook College of Music,-87.629138,41.836833
Waubonsee Community College,-88.459925,41.795955
Resurrection University,-87.685291,41.90748
Western Illinois University,-90.686899,40.468086
Wheaton College,-88.099643,41.870176
William Rainey Harper College,-88.072811,42.081829
Ancilla College,-86.445263,41.337958
Anderson University,-85.664315,40.112768
Ball State University,-85.40904300000001,40.203431
Bethel College-Indiana,-86.194686,41.678399
Butler University,-86.172167,39.8374
Calumet College of Saint Joseph,-87.494123,41.671008
Christian Theological Seminary,-86.178551,39.832673
College of Court Reporting Inc,-87.066331,41.467574
Concordia Theological Seminary,-85.10994000000001,41.139321
Tricoci University of Beauty Culture-Highland,-87.46701800000001,41.555884999999996
DePauw University,-86.860363,39.640904
Don Roberts School of Hair Design,-87.447089,41.485532
Don Roberts Beauty School,-87.077791,41.472714
Earlham College,-84.915037,39.823431
University of Evansville,-87.531644,37.971548999999996
Franklin College,-86.04718199999999,39.478297999999995
Goshen College,-85.827795,41.563582000000004
Grace College and Theological Seminary,-85.814228,41.22595
Hair Fashions By Kaye Beauty College-Noblesville,-86.013005,40.036120000000004
Hanover College,-85.460051,38.715641999999995
J Michael Harrold Beauty Academy,-87.383391,39.470359
Holy Cross College,-86.253822,41.698996
PJ's College of Cosmetology-Clarksville,-85.768914,38.3121
Huntington University,-85.49731700000001,40.898152
Ivy Tech Community College,-86.158213,39.803753
Indiana University-Purdue University-Fort Wayne,-85.108962,41.117278000000006
Indiana University-Purdue University-Indianapolis,-86.172217,39.772948
Harrison College-Indianapolis,-86.147609,39.767142
University of Indianapolis,-86.133969,39.709571000000004
Indiana Institute of Technology,-85.116479,41.078365000000005
University of Southern Indiana,-87.677214,37.962374
Indiana State University,-87.40784599999999,39.469073
Indiana University-Kokomo,-86.132048,40.460062
Indiana University-South Bend,-86.221991,41.665324
Indiana University-Bloomington,-86.52655899999999,39.166090000000004
Indiana University-Northwest,-87.337249,41.557324
Indiana University-Southeast,-85.819985,38.345191
Indiana University-East,-84.881923,39.868707
International Business College-Fort Wayne,-85.257786,41.035006
International Business College-Indianapolis,-86.041648,39.885628000000004
ITT Educational Services Inc-System Office,-86.15903,39.976089
ITT Technical Institute-Nashville,-86.66304699999999,36.147005
ITT Technical Institute-Fort Wayne,-85.106441,41.170328000000005
ITT Technical Institute-Indianapolis,-86.223038,39.924786
Knox Beauty College,-86.618158,41.287712
Tricoci University of Beauty Culture-Lafayette,-86.887007,40.419818
Brown Mackie College-Merrillville,-87.326134,41.473702
Empire Beauty School-Indianapolis,-86.10061400000001,39.666467
Lincoln College of Technology-Indianapolis,-86.246276,39.884503
Manchester University,-85.76264300000001,41.010549
Marian University,-86.20264300000001,39.813233000000004
Indiana Wesleyan University-Marion,-85.667503,40.517936999999996
Martin University,-86.103953,39.798144
Anabaptist Mennonite Biblical Seminary,-85.972165,41.656013
Brown Mackie College-South Bend,-86.1999,41.708281
Mid-America College of Funeral Service,-85.74469599999999,38.312090000000005
West Michigan College of Barbering and Beauty,-85.590244,42.259329
University of Notre Dame,-86.238959,41.703058
Oakland City University,-87.35144,38.340891
PJ's College of Cosmetology-Richmond,-84.842601,39.83227
Purdue University-Calumet Campus,-87.474034,41.584326000000004
Purdue University-North Central Campus,-86.893713,41.582527
Ravenscroft Beauty College,-85.04607800000001,41.121802
Rogers Academy of Hair Design,-87.60974399999999,37.983756
Rose-Hulman Institute of Technology,-87.32674899999999,39.483602000000005
Rudae's School of Beauty Culture-Kokomo,-86.132711,40.491296000000006
University of Saint Francis-Fort Wayne,-85.177246,41.087205
Saint Josephs College,-87.160278,40.921347999999995
Saint Mary-of-the-Woods College,-87.463791,39.508546
Saint Mary's College,-86.256947,41.707274
Brightwood College-Hammond,-87.476889,41.571839000000004
Saint Meinrad School of Theology,-86.810388,38.165546
Saint Elizabeth School of Nursing,-86.88083,40.427401
Taylor University,-85.497034,40.456246
Trine University,-85.008009,41.632502
Valparaiso University,-87.040172,41.462239000000004
Vincennes Beauty College,-87.53241,38.679739
Vincennes University,-87.51993900000001,38.687765999999996
Wabash College,-86.906,40.037588
Allen College,-92.340148,42.530084
Briar Cliff University,-96.428444,42.526443
Buena Vista University,-95.208529,42.642255
Capri College-Dubuque,-90.665565,42.497357
Capri College-Cedar Rapids,-91.710201,41.960734
Central College,-92.92219899999999,41.401539
Clarke University,-90.690487,42.509475
Coe College,-91.658192,41.988263
Cornell College,-91.423741,41.924554
Iowa School of Beauty-Marshalltown,-92.915054,42.015283000000004
Des Moines Area Community College,-93.611597,41.707347999999996
Divine Word College,-90.934578,42.441721
Dordt College,-96.166562,43.082527
Drake University,-93.652163,41.601290000000006
University of Dubuque,-90.693428,42.49726
Ellsworth Community College,-93.265853,42.527524
Emmaus Bible College,-90.706011,42.508307
Eastern Iowa Community College District,-90.57779599999999,41.52047
Faith Baptist Bible College and Theological Seminary,-93.624422,41.737082
Faust Institute of Cosmetology-Storm Lake,-95.201412,42.654449
Graceland University-Lamoni,-93.92489300000001,40.615966
Grand View University,-93.604352,41.620813
Grinnell College,-92.722094,41.747952000000005
Kaplan University-Mason City Campus,-93.238946,43.149615000000004
Kaplan University-Cedar Rapids Campus,-91.71350699999999,41.949597
Hamilton Technical College,-90.56008800000001,41.573888000000004
Hawkeye Community College,-92.33063299999999,42.430003
American Hair Academy,-91.52494899999999,40.962643
Indian Hills Community College,-92.394736,41.045105
Iowa Central Community College,-94.20299,42.490066999999996
Iowa Lakes Community College,-94.817142,43.397996
UnityPoint Health-Des Moines School of Radiologic Technology,-93.635129,41.590094
American College of Hairstyling-Des Moines,-93.610159,41.592324
Iowa School of Beauty-Des Moines,-93.711628,41.624684
Iowa State University,-93.648504,42.026212
Iowa Wesleyan University,-91.552459,40.973791
Iowa Western Community College,-95.797975,41.272168
University of Iowa,-91.536425,41.661935
Kirkwood Community College,-91.651172,41.911268
La James International College-Cedar Falls,-92.434496,42.515026
La James International College-Johnston,-93.738577,41.661015
La James College of Hairstyling and Cosmetology,-93.199881,43.153786
La James International College-Ft Dodge,-94.16385600000001,42.5005
Loras College,-90.679023,42.503908
Luther College,-91.802809,43.312304
Maharishi University of Management,-91.96730600000001,41.017781
Marshalltown Community College,-92.90941099999999,42.00065
Mercy College of Health Sciences,-93.626238,41.594559000000004
Morningside College,-96.359464,42.473890999999995
Mount Mercy University,-91.650991,42.001931
Ashford University,-117.14196100000001,32.8273
North Iowa Area Community College,-93.13126,43.157169
University of Northern Iowa,-92.459703,42.514922999999996
Northwestern College,-96.05877199999999,42.999007
Northeast Iowa Community College,-91.86710500000001,43.17523
Northwest Iowa Community College,-95.880639,43.184701000000004
Des Moines University-Osteopathic Medical Center,-93.661686,41.583325
Iowa School of Beauty-Ottumwa,-92.417948,41.023340000000005
Palmer College of Chiropractic,-90.574607,41.529021
PCI Academy-Ames,-93.61361099999999,41.99767
Saint Ambrose University,-90.579854,41.54065
St Luke's College,-96.404724,42.520081
La James International College-Davenport,-90.5682,41.572860999999996
La James International College-Iowa City,-91.532038,41.663433000000005
Simpson College,-93.56347099999999,41.365503000000004
Southeastern Community College,-91.171881,40.814496000000005
Southwestern Community College,-94.38090600000001,41.073437
Capri College-Davenport,-90.53882800000001,41.575210999999996
Iowa School of Beauty-Sioux City,-96.365842,42.441812
E Q School of Hair Design,-95.851117,41.261306
Upper Iowa University,-91.799543,42.838283000000004
Waldorf University,-93.64171400000001,43.262923
Wartburg College,-92.483387,42.7277
Wartburg Theological Seminary,-90.691225,42.485761
The Salon Professional Academy,-92.433262,42.511022
Western Iowa Tech Community College,-96.348874,42.482953
William Penn University,-92.647095,41.310111
Allen County Community College,-95.396377,37.938038
Baker University,-95.188231,38.777278
Barton County Community College,-98.73164799999999,38.403529
Benedictine College,-95.111473,39.572646
Bethany College,-97.67367,38.580597999999995
Bethel College-North Newton,-97.34325600000001,38.075169
Brown Mackie College-Kansas City,-94.73458000000001,38.952884999999995
Brown Mackie College-Salina,-97.613913,38.805240000000005
Bryan University,-95.74372,39.038738
Butler Community College,-96.882987,37.806699
Central Baptist Theological Seminary,-94.838449,39.009412
Central Christian College of Kansas,-97.66859699999999,38.357978
Cloud County Community College,-97.664147,39.554199
Coffeyville Community College,-95.621374,37.033814
Colby Community College,-101.05274399999999,39.377601
Cowley County Community College,-97.043075,37.061668
Dodge City Community College,-100.037481,37.776891
Donnelly College,-94.650677,39.112256
Emporia State University,-96.17902099999999,38.414784000000004
Flint Hills Technical College,-96.224141,38.41888
Fort Hays State University,-99.34250300000001,38.872156
Barclay College,-99.105351,37.62012
Friends University,-97.367048,37.678459000000004
Fort Scott Community College,-94.715334,37.816206
Garden City Community College,-100.84808199999999,37.970151
Haskell Indian Nations University,-95.232879,38.938834
Hays Academy of Hair Design,-99.31062299999999,38.884873
Hesston College,-97.433883,38.134558
Highland Community College,-95.271539,39.859987
Hutchinson Community College,-97.92135,38.068034999999995
Independence Community College,-95.720518,37.195614
Johnson County Community College,-94.72779799999999,38.924125
Concorde Career College-Kansas City,-94.58981899999999,39.06799
Kansas City Kansas Community College,-94.74806099999999,39.121911
Kansas Christian College,-94.666878,38.994848
University of Kansas,-95.247567,38.958549
Newman University,-97.37768,37.672643
Old Town Barber College-Wichita,-97.32317900000001,37.68586
Kansas State University,-96.58107700000001,39.188648
Kansas Wesleyan University,-97.607973,38.813795
Washburn Institute of Technology,-95.75115799999999,39.04497
Labette Community College,-95.255368,37.339062
Manhattan Area Technical College,-96.615672,39.197774
Manhattan Christian College,-96.57938299999999,39.184806
McPherson College,-97.642996,38.371421999999995
MidAmerica Nazarene University,-94.781635,38.875615
Neosho County Community College,-95.46497600000001,37.670671999999996
North Central Kansas Technical College,-98.110826,39.482419
Northwest Kansas Technical College,-101.70022,39.346424
Ottawa University-Ottawa,-95.26418699999999,38.603173
Ottawa University-Kansas City,-94.63546099999999,38.932055
Pittsburg State University,-94.702473,37.392071
Pratt Community College,-98.714538,37.654451
University of Saint Mary,-94.906743,39.279396000000006
Salina Area Technical College,-97.636892,38.793582
Seward County Community College,-100.917695,37.059807
Southwestern College,-96.97540500000001,37.248608000000004
Sterling College,-98.20864399999999,38.219937
Tabor College,-97.200949,38.348606
Washburn University,-95.70222199999999,39.033778000000005
Wichita State University-Campus of Applied Sciences and Technology,-97.224151,37.75764
Wichita State University,-97.292361,37.718882
Wichita Technical Institute,-97.37181899999999,37.656976
Alice Lloyd College,-82.875068,37.335087
Asbury University,-84.66260600000001,37.862029
Asbury Theological Seminary,-84.660127,37.861561
Ashland Community and Technical College,-82.650664,38.469201
Barrett and Company School of Hair Design,-84.580326,37.866361
Bellarmine University,-85.70499699999999,38.219279
Berea College,-84.292893,37.57202
PJ's College of Cosmetology-Bowling Green,-86.469756,36.979195000000004
Southcentral Kentucky Community and Technical College,-86.47671700000001,36.984827
Brescia University,-87.111639,37.769040999999994
Campbellsville University,-85.348943,37.343342
Bluegrass Community and Technical College,-84.503665,38.024808
Centre College,-84.779392,37.645709000000004
Clear Creek Baptist Bible College,-83.72770200000001,36.725235999999995
Paul Mitchell the School-Lexington,-84.548281,37.980361
Galen College of Nursing-Louisville,-85.695972,38.277004999999996
University of the Cumberlands,-84.16164599999999,36.737048
Eastern Kentucky University,-84.30079599999999,37.740845
Elizabethtown Community and Technical College,-85.879927,37.692858
Frontier Nursing University,-83.37937,37.165605
Georgetown College,-84.55376700000001,38.207615000000004
PJ's College of Cosmetology-Glasgow,-85.922275,37.012713
Hazard Community and Technical College,-83.17564399999999,37.234897
Paul Mitchell the School-Louisville,-85.578849,38.24897
Henderson Community College,-87.650091,37.797686999999996
Hopkinsville Community College,-87.488297,36.882653999999995
Jefferson Community and Technical College,-85.753615,38.246027000000005
Summit Salon Academy-Lexington,-84.453521,38.028451000000004
American National University-Lexington,-84.421099,38.026996000000004
Kentucky Mountain Bible College,-83.438765,37.603443
Kentucky State University,-84.855402,38.201427
Kentucky Wesleyan College,-87.119658,37.744489
University of Kentucky,-84.504747,38.038911
Kentucky Christian University,-82.945561,38.338805
Lexington Theological Seminary,-84.52607900000001,37.996332
Lindsey Wilson College,-85.29999699999999,37.101502
Sullivan College of Technology and Design,-85.688947,38.200284
University of Louisville,-85.760412,38.216862
Louisville Presbyterian Theological Seminary,-85.68641099999999,38.237056
Madisonville Community College,-87.512137,37.362660999999996
Maysville Community and Technical College,-83.806786,38.626607
Midway University,-84.67814200000001,38.146126
Morehead State University,-83.434021,38.186768
Murray State University,-88.323629,36.612419
Gateway Community and Technical College,-84.633478,38.960638
Northern Kentucky University,-84.463483,39.029714
Daymar College-Owensboro,-87.14378599999999,37.737809000000006
West Kentucky Community and Technical College,-88.658762,37.054081
University of Pikeville,-82.521063,37.479232
Big Sandy Community and Technical College,-82.778847,37.688248
Brown Mackie College-Louisville,-85.695262,38.157995
Empire Beauty School-Chenoweth,-85.65751999999999,38.255764
Empire Beauty School-Elizabethtown,-85.878557,37.697453
Empire Beauty School-Dixie,-85.830866,38.167059
Empire Beauty School-Florence,-84.628998,39.009553000000004
Somerset Community College,-84.61754599999999,37.059599
Southeast Kentucky Community and Technical College,-82.997661,36.966051
The Southern Baptist Theological Seminary,-85.687649,38.248216
Spalding University,-85.757725,38.242407
Spencerian College-Louisville,-85.631276,38.232177
Sullivan University,-85.670489,38.212824
Thomas More College,-84.568923,39.022963
Transylvania University,-84.493202,38.052983000000005
Trend Setters' Academy of Beauty Culture-Louisville,-85.838494,38.144782
Kentucky Community and Technical College System,-84.72788,38.058771
Union College,-83.88847700000001,36.870875
Western Kentucky University,-86.456828,36.985034999999996
Central Louisiana Technical Community College,-92.444506,31.260003
Ayers Career College,-93.798229,32.418290999999996
Baton Rouge General Medical Center-School of Nursing,-91.15308399999999,30.449088
Baton Rouge School of Computers,-91.080837,30.422155
Capital Area Technical College,-91.155587,30.477032
Bossier Parish Community College,-93.64688100000001,32.539551
Cameron College,-90.08868100000001,29.965981
Centenary College of Louisiana,-93.730834,32.483335
Cloyd's Beauty School 1 Inc,-92.126506,32.499976000000004
Crescent City Bartending School,-90.086679,29.966842
D'Jay's Institute of Cosmetology and Esthiology,-91.071568,30.462232
Delgado Community College,-90.103962,29.985149
Delta School of Business and Technology,-93.214085,30.22867
Avery James School of Cosmetology,-93.219712,30.202601
Denham Springs Beauty School,-90.944774,30.484636
Dillard University,-90.06464,29.996586999999998
Nunez Community College,-89.95888000000001,29.954190000000004
Grambling State University,-92.713245,32.523796999999995
Guy's Shreveport Academy of Cosmetology Inc,-93.70662800000001,32.485759
ITI Technical College,-91.030485,30.369764
John Jay Beauty College,-90.107833,30.019238
John Jay Beauty College,-90.230259,30.007684
Louisiana State University Health Sciences Center-New Orleans,-90.083145,29.957271999999996
Louisiana State University-Alexandria,-92.41440899999999,31.178615999999998
Louisiana State University and Agricultural & Mechanical College,-91.178921,30.414986
Louisiana State University-Eunice,-92.434523,30.473291999999997
Louisiana State University-Shreveport,-93.70561,32.428465
Aveda Institute-Baton Rouge,-91.05430799999999,30.426526000000003
Aveda Institute-Lafayette,-92.04209200000001,30.206167999999998
Louisiana Academy of Beauty,-92.408948,30.495110999999998
Louisiana College,-92.425973,31.324528000000004
Opelousas School of Cosmetology,-92.077854,30.53165
Louisiana Tech University,-92.649963,32.528296999999995
Loyola University New Orleans,-90.120417,29.936140999999996
McNeese State University,-93.21722199999999,30.178187
University of New Orleans,-90.067142,30.027703999999996
New Orleans Baptist Theological Seminary,-90.043439,30.004336
Nicholls State University,-90.801571,29.794486
University of Louisiana at Monroe,-92.07374,32.527747999999995
Northwest Louisiana Technical College,-93.26302,32.586037
Notre Dame Seminary Graduate School of Theology,-90.11570400000001,29.958883
Northwestern State University of Louisiana,-93.097797,31.750666
University of Holy Cross,-89.99445,29.912003000000002
Franciscan Missionaries of Our Lady University,-91.110587,30.401379
Pat Goins Benton Road Beauty School,-93.71936099999999,32.516422
Celebrity Stylist Beauty School,-92.085347,32.521209999999996
Pat Goins Ruston Beauty School,-92.640263,32.530258
Pineville Beauty School,-92.430903,31.325716999999997
Aveda Institute-Covington,-90.104008,30.494049
Saint Joseph Seminary College,-90.113621,30.526778000000004
Vanguard College of Cosmetology-Slidell,-89.78094399999999,30.226578000000003
South Louisiana Beauty College,-90.696772,29.592655999999998
Fletcher Technical Community College,-90.811707,29.690884000000004
Remington College-Lafayette Campus,-92.023767,30.16862
Southern University-Board and System,-91.196629,30.521517
SOWELA Technical Community College,-93.16252,30.217331
Stevensons Academy of Hair Design,-90.052219,29.948438
Southeastern Louisiana University,-90.468676,30.514652
Southern University and A & M College,-91.190105,30.524558000000003
Southern University at New Orleans,-90.044912,30.026162
Southern University at Shreveport,-93.834559,32.545632
University of Louisiana at Lafayette,-92.020165,30.212190999999997
Northshore Technical Community College,-89.845279,30.759099
Tulane University of Louisiana,-90.12214399999999,29.940069
Xavier University of Louisiana,-90.10730699999999,29.964161999999998
South Central Louisiana Technical College,-91.197848,29.690728000000004
Kaplan University-Maine Campus,-70.323915,43.638956
College of the Atlantic,-68.221517,44.395258
Bates College,-70.203333,44.105299
Beal College,-68.785428,44.786465
Bowdoin College,-69.963942,43.907134
Maine College of Health Professions,-70.21732,44.100458
Central Maine Community College,-70.23549799999999,44.134346
Colby College,-69.66337,44.564211
Eastern Maine Community College,-68.74445,44.826048
Kennebec Valley Community College,-69.61157,44.594149
The Landing School,-70.503619,43.380492
University of Maine at Augusta,-69.796396,44.337746
University of Maine at Farmington,-70.147121,44.666911
University of Maine at Fort Kent,-68.58931899999999,47.250389
University of Maine at Machias,-67.458025,44.708803
University of Maine,-68.669332,44.899257
University of Maine-System Central Office,-68.66988,44.896388
Maine Maritime Academy,-68.80434699999999,44.389654
University of Maine at Presque Isle,-68.016343,46.672284999999995
University of New England,-70.38535,43.458591
Northern Maine Community College,-68.034796,46.694668
Empire Beauty School-Maine,-70.258154,43.667885
Maine College of Art,-70.261015,43.655743
Saint Joseph's College of Maine,-70.483373,43.826314
Spa Tech Institute-Westbrook,-70.33533100000001,43.676590000000004
Southern Maine Community College,-70.229182,43.646649
University of Southern Maine,-70.274247,43.662863
Thomas College,-69.664734,44.524909
Unity College,-69.33227600000001,44.603165000000004
Washington County Community College,-67.243306,45.165537
Aesthetics Institute of Cosmetology,-77.20295899999999,39.152519
Allegany College of Maryland,-78.730398,39.652152
Anne Arundel Community College,-76.51222299999999,39.049813
Brightwood College-Towson,-76.572434,39.401821999999996
Award Beauty School,-77.720283,39.640443
Baltimore Studio of Hair Design,-76.620008,39.293371
Baltimore City Community College,-76.662878,39.319978000000006
University of Baltimore,-76.616591,39.305834000000004
Bowie State University,-76.759721,39.018184999999995
Capitol Technology University,-76.85023100000001,39.046673
Cecil College,-75.955949,39.642225
College of Southern Maryland,-77.00924499999999,38.55895
Chesapeake College,-76.083668,38.952193
Washington Adventist University,-77.000608,38.986349
Coppin State University,-76.658687,39.311258
Delmarva Beauty Academy,-75.601701,38.339006
North American Trade Schools,-76.74945500000001,39.309556
Frederick Community College,-77.417849,39.452241
Frostburg State University,-78.93429300000001,39.650918
Garrett College,-79.342923,39.560493
Goucher College,-76.59484300000001,39.410175
Kaplan University-Hagerstown Campus,-77.722799,39.6729
Hagerstown Community College,-77.667379,39.631009000000006
Harford Community College,-76.282845,39.56131
Hood College,-77.419049,39.420631
Howard Community College,-76.877964,39.213636
Aveda Institute-Maryland,-76.34992700000001,39.531933
Johns Hopkins University,-76.621595,39.328977
L'Academie de Cuisine,-77.190202,39.118218
Lincoln College of Technology-Columbia,-76.836463,39.174673
Loyola University Maryland,-76.621872,39.346358
Maryland Beauty Academy,-76.509127,39.298341
University of Maryland-University College,-76.847584,38.912706
"University of Maryland, Baltimore",-76.623983,39.286864
University of Maryland-Baltimore County,-76.711607,39.256686
University of Maryland-College Park,-76.944721,38.988178000000005
Maryland Institute College of Art,-76.621033,39.308792
University of Maryland Eastern Shore,-75.686852,38.207386
Fortis Institute-Towson,-76.60459300000001,39.403271000000004
Montgomery Beauty School,-77.00196600000001,38.999621999999995
Montgomery College,-77.15929,39.098656
Morgan State University,-76.585565,39.344161
Mount St. Mary's University,-77.351887,39.681705
Ner Israel Rabbinical College,-76.75352600000001,39.388021
Hair Academy Inc-New Carrollton,-76.869467,38.956205
Notre Dame of Maryland University,-76.619739,39.350612
Prince George's Community College,-76.824623,38.888689
Brightwood College-Baltimore,-76.665611,39.260690000000004
Robert Paul Academy of Cosmetology Arts & Sciences,-76.624983,39.4448
Maryland Beauty Academy of Essex,-76.509213,39.29844
Salisbury University,-75.604815,38.34648
St Mary's College of Maryland,-76.43105899999999,38.188075
Sojourner-Douglass College,-76.598191,39.296333000000004
St. John's College,-76.491359,38.981598
Brightwood College-Beltsville,-76.913368,39.045646000000005
Towson University,-76.611164,39.393622
Maryland University of Integrative Health,-76.888025,39.165872
University System of Maryland,-76.605479,39.286077
United States Naval Academy,-76.48169200000001,38.980507
Stevenson University,-76.70209200000001,39.421988
Washington College,-76.06878,39.217329
McDaniel College,-77.001992,39.584231
Wor-Wic Community College,-75.499659,38.373723
Hult International Business School,-71.070645,42.369968
New England College of Business and Finance,-71.056671,42.353619
American International College,-72.55850699999999,42.112708000000005
Amherst College,-72.518493,42.372459
Andover Newton Theological School,-71.18894300000001,42.324852
Anna Maria College,-71.918961,42.33055
Assabet Valley Regional Technical School,-71.56728100000001,42.36775
Assumption College,-71.828387,42.295435
Babson College,-71.265585,42.299958000000004
Bancroft School of Massage Therapy,-71.778113,42.268972999999995
Boston Baptist College,-71.1103,42.254037
Bay Path University,-72.583974,42.055364000000004
Bay State College,-71.076991,42.35176
Bay State School of Technology,-71.114231,42.179505999999996
Becker College,-71.81189499999999,42.26918
Bentley University,-71.220148,42.388798
Berklee College of Music,-71.089405,42.346646
Berkshire Community College,-73.318843,42.460877
Empire Beauty School-Boston,-71.062722,42.354683
Boston Architectural College,-71.085786,42.348467
Boston Graduate School of Psychoanalysis Inc,-71.133151,42.33912
Boston College,-71.16924200000001,42.336213
Boston University,-71.10794200000001,42.351118
Brandeis University,-71.254716,42.364946999999994
Bridgewater State University,-70.974553,41.98749
Bristol Community College,-71.11913299999999,41.721994
Signature Healthcare Brockton Hospital School of Nursing,-70.991415,42.08736
Bunker Hill Community College,-71.069263,42.374806
Cambridge College,-71.07264599999999,42.381091
Cape Cod Community College,-70.337334,41.69192
Catherine Hinds Institute of Esthetics,-71.13715,42.493212
Laboure College,-71.058279,42.260866
Clark University,-71.823356,42.249987
Conway School of Landscape Design,-72.659276,42.274752
Curry College,-71.116539,42.238061
Lincoln Technical Institute-Somerville,-71.082082,42.390826000000004
Dean College,-71.397813,42.085634000000006
Diman Regional Technical Institute,-71.124742,41.699857
National Aviation Academy of New England,-71.387244,42.462164
Eastern Nazarene College,-71.01107900000001,42.271228
Emerson College,-71.065384,42.352202
Emmanuel College,-71.103634,42.340602000000004
Endicott College,-70.840847,42.553296
Episcopal Divinity School,-71.124806,42.376931
Rob Roy Academy-Fall River,-71.157664,41.698904999999996
Fisher College,-71.074125,42.355253000000005
Fitchburg State University,-71.789354,42.589345
Framingham State University,-71.437175,42.297289
Benjamin Franklin Institute of Technology,-71.070231,42.346022999999995
Gordon College,-70.819133,42.588173
Gordon-Conwell Theological Seminary,-70.846387,42.613475
Greenfield Community College,-72.630978,42.599521
Hampshire College,-72.531469,42.325852000000005
Harvard University,-71.118313,42.374471
Hebrew College,-71.190525,42.3264
Hellenic College-Holy Cross Greek Orthodox School of Theology,-71.129418,42.317018
College of the Holy Cross,-71.808627,42.238942
Holyoke Community College,-72.651252,42.194781
Lasell College,-71.24347,42.342148
Lawrence Memorial Hospital School of Nursing,-71.110958,42.42581
Lesley University,-71.117303,42.38012
Longy School of Music of Bard College,-71.123479,42.378657000000004
Lowell Academy Hairstyling Institute,-71.308097,42.643679999999996
University of Massachusetts-Lowell,-71.326809,42.652864
Mansfield Beauty Schools-Springfield,-72.591679,42.103884
Mansfield Beauty Schools-Quincy,-71.003129,42.244852
University of Massachusetts-Amherst,-72.526728,42.385999
University of Massachusetts-Boston,-71.036865,42.312881
Massachusetts Bay Community College,-71.264004,42.312697
MCPHS University,-71.101244,42.336825
University of Massachusetts-Central Office,-71.060761,42.35849
Massachusetts College of Art and Design,-71.099275,42.336861999999996
Massachusetts Institute of Technology,-71.092115,42.360095
Massachusetts Maritime Academy,-70.624084,41.739072
University of Massachusetts Medical School Worcester,-71.76214399999999,42.278002
William James College,-71.20325600000001,42.294995
Massachusetts School of Barbering,-71.001891,42.247457
Massasoit Community College,-70.989799,42.075070000000004
Merrimack College,-71.124216,42.668352
MGH Institute of Health Professions,-71.054002,42.375018
Middlesex Community College,-71.27493100000001,42.524328000000004
Montserrat College of Art,-70.876131,42.550212
Mount Holyoke College,-72.57551099999999,42.256838
Mount Ida College,-71.193175,42.293525
Mount Wachusett Community College,-71.984149,42.593151
School of the Museum of Fine Arts at Tufts University,-71.096556,42.338505
Rob Roy Academy-New Bedford,-70.925187,41.671921000000005
The New England Conservatory of Music,-71.08629,42.340946
New England College of Optometry,-71.08682900000001,42.351853000000006
New England Law-Boston,-71.0665,42.350833
New England School of Photography,-71.23665,42.371534000000004
Newbury College,-71.14208199999999,42.331032
Nichols College,-71.930283,42.044033
Massachusetts College of Liberal Arts,-73.102817,42.691361
North Bennet Street School,-71.05452,42.362790000000004
North Shore Community College,-70.96804399999999,42.590103000000006
The New England Institute of Art,-71.116939,42.332336
